/watch?v=iLRX_Mqnxpk&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=128&t=0s%2C (Kor) 세바시 156회 '삽질'로 시작하는 도전 | 이민구 과천중앙고 3학년
/watch?v=3IK1ikN34a4&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=129&t=0s%2C (Kor) 세바시 95회 잘하는것,못하는것... | 박희은 이음소시어스 대표
/watch?v=UOYLuJyIGjw&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=130&t=0s%2C (Kor) 세바시 94회 세상은 나의 학교 스타트업은 나의 교과서 | 유가람 디자이너
/watch?v=9XALcRfrRyU&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=131&t=0s%2C (Kor) 세바시 82회 세상의 변화는 화장실에서 시작된다 | 조의현 소장
/watch?v=cD16anr4No0&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=132&t=0s%2C (Kor) 세바시 79회 유기농업의 즐거운 혁명 | 이태근 흙살림 회장
/watch?v=WWtpCls5020&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=133&t=0s%2C (Kor) 세바시 78회 백지 위에 그리는 꿈 | 안영일 DCG 대표
/watch?v=NLLMRZnzZJw&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=134&t=30s%2C (Kor) 세바시 74회 나는 언제쯤 부자가 될까? | 박종하 창의력 컨설턴트
/watch?v=eIO9Fz7XNhQ&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=135&t=0s%2C (Kor, Eng) 세바시 65회 당신의 변신은 무죄 인생 2막을 열어라 | 손미나 여행작가
/watch?v=Jv0TPtAPwfI&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=136&t=0s%2C (Kor, Eng) 세바시 64회 환자와 정상인의 차이 | 서민 단국대 의과대학 교수
/watch?v=9BYu5dzWPEU&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=137%2C [비공개 동영상]
/watch?v=5ZSP-H-M1UM&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=138&t=0s%2C (Kor, Eng) 세바시 56회 하루 15분 아이와 나를 살리는 시간 | 서천석 전문의
/watch?v=Tje4U2S03wM&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=139&t=0s%2C (Kor) 세바시 50회 나눔의 롱테일 법칙 | 윤정숙 아름다운재단 상임이사
/watch?v=2gqb3I7lBgk&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=140%2C [비공개 동영상]
/watch?v=T9LsmzhwYiY&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=141&t=0s%2C (Kor, Eng) 세바시 43회 진정으로 막힘없이 사는 법 | 남궁성 교통예보관
/watch?v=r0q0TjRqNqA&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=142&t=0s%2C (Kor) 세바시 42회 아깝다, 학원비! | 송인수 사교육걱정없는세상 대표
/watch?v=L1DlwdizA8s&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=143&t=0s%2C 말랑말랑 라이프 | 한명수 디자이너 | 세바시 41회
/watch?v=sHnecBBrktE&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=144&t=0s%2C (Kor) 세바시 40회 조선의 개혁가 윤휴를 통해 바라본 오늘 | 이덕일 소장
/watch?v=MuxIbLUsNmI&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=145&t=0s%2C (Kor) 세바시 39회 - 달을 향해 쏴라! | 고산 타이드 인스티튜트 대표
/watch?v=23DHllpg_90&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=146&t=0s%2C (Kor) 세바시 5회 이념적 소비, 내 지갑을 지키는 지혜 | 제윤경 에듀머니 이사
/watch?v=_ZtWbW9FAMo&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=147&t=0s%2C (Kor) 세바시 1회 진짜 스마트하게 사는 법 | 곽동수 교수
/watch?v=7lmoyxbwIgI&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=148&t=0s%2C (Kor, Eng) 세바시 371회 14일 간의 욕구 발견 프로젝트 | 김주현 이우학교 교사
/watch?v=-W_hp2rqlvs&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=149&t=0s%2C 두려움을 제거하는 가장 빠른 방법 | 이동진 모험가, 경희대학교4학년 | 세바시 404회
/watch?v=-uZjXUuu4BQ&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=150&t=0s%2C (Kor) 세바시 345회 나니아 연대기로 국어수업을 한다고? | 정인영 양주효촌초등학교 교사
/watch?v=eECn_ZsBmVc&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=151&t=0s%2C (Kor) 세바시 3회 나처럼 사는 건 나밖에 없지 | 홍순관 가수
/watch?v=MbnY32-sKww&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=152&t=0s%2C (Kor) 세바시 72회 세계를 정복하려면 지도를 사라 | 양희송 대표기획자
/watch?v=ZOu0VPDJD8s&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=153&t=0s%2C (Kor) 세바시 290회 無有創造와 有有創造, 신과 인간 그 사이 | 김희재 올댓스토리 대표
/watch?v=JvOdgL3NH1E&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=154&t=0s%2C (Kor) 세바시 415회 시시한 아이디어들이 성공하는 이유 @김성민 IWELL대표, 장미와 찔레 저자
/watch?v=JXok2LQB6po&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=155&t=0s%2C (Kor, Eng, Jpn) 세바시 157회 Are You Ok? | 김창옥 서울여대 기독교학과 겸임교수
/watch?v=u90Lp0se7nQ&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=156&t=0s%2C (Kor, Eng) 세바시 유_Jeong Kinser, 우주의 비밀은 참여하는 것
/watch?v=9CkJ4CSXzDo&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=157&t=0s%2C (Kor) 세바시 148회 꿈꾸는 카메라: Dream Drives Action! | 차풍 천주교 신부
/watch?v=NKVAP6H4MzQ&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=158&t=0s%2C (Kor) 세바시 107회 창조적 책읽기 소셜리딩 | 송영숙 교보문고독서경영연구소 소장
/watch?v=1KJdFCwf6mA&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=159&t=0s%2C (Kor) 세바시 337회 선택받기보다는 선택해야 합니다 | 정태성 택시기사, 비전택시대학 총장
/watch?v=QFqokhs47l0&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=160&t=0s%2C 나는 당신을 봅니다 | 김창옥 서울여대 기독교학과 겸임교수 | 명강연 강의 강연 | 세바시 118회
/watch?v=1nytUsUlGi4&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=161&t=0s%2C 미래예측 쿼리를 활용한 교훈 | 신철호 포스닥 대표이사 | 세바시 61회
/watch?v=n3tafXhiMCw&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=162&t=0s%2C (Kor) 세바시 163회 행복의 저력 | 서은국 연세대학교 심리학과 교수
/watch?v=Fc5MBVRj1q0&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=163&t=0s%2C (Kor, Eng, Jpn) 세바시 244회 놀던 여자가 잘 되는 이유 | 김창옥 서울여대 교수
/watch?v=dZ3ThSYTNO4&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=164&t=0s%2C (Kor, Eng) 세바시 87회 샤넬, 유니클로 패션의 두가지 얼굴 | 김홍기 패션큐레이터
/watch?v=dFGbSLw_2BU&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=165&t=0s%2C (Kor, Chn) 세바시 83회 시속 4킬로미터의 행복 | 故 김향미 여행작가
/watch?v=3q3UFZT8dpk&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=166&t=0s%2C (Kor) 세바시 프로젝트_남녀노소 팀- Share Your Wonderful Life
/watch?v=6eCT1CqNj-A&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=167&t=0s%2C (Kor) 세바시 9회 부모가 알아야할 더 중요한 것들 | 이호선 박사
/watch?v=Aq0Hfq0WEtM&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=168&t=0s%2C (Kor) 389회 마음을 치유하는 토닥토닥 심성놀이 | 허승환 서울 난우초 교사
/watch?v=JUmNSszwV18&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=169&t=0s%2C (Kor, Eng) 세바시 502회 우리는 사람을 두고 모험을 하지 않는다 | 서영화 뱁션대표
/watch?v=Y1s3zB8zQXk&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=170&t=0s%2C (Kor) 세바시 432회 유쾌한 이노베이션 | 박현우 이노레드 대표
/watch?v=UGvV5uWHygg&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=171&t=0s%2C 불행에 맞서는 가장 멋진 방법 | 김제동 방송인 | 감동 강의 강연 듣기 추천 | 세바시 175회 | (Kor, Eng)
/watch?v=GcU7LGqEyiU&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=172&t=0s%2C (Kor) 세바시 194회 성공하는 상상, 실패하는 상상 | 류재현 상상공장 대표
/watch?v=O3k3YmlpYY8&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=173&t=0s%2C (Kor, Eng) 세바시 431회 HOW TO MAKE HAPPY WORK | 써니 그로소 Sunny Grosso 딜리버링 해피니스 코칭&문화 책임자
/watch?v=Vu_VP7NlOTs&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=174%2C [비공개 동영상]
/watch?v=BEgWaOo2M6I&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=175&t=0s%2C 덜 아는 것이 더 창의적이다 | 엄윤설 키네틱 아티스트 | 세바시 354회
/watch?v=_kyx2RLc4wQ&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=176&t=0s%2C (Kor) 세바시 유_백진우, 대한민국 학교교육 12년의 후기
/watch?v=vKmj4g46wZs&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=177&t=0s%2C (Kor) 세바시 209회 이기는 방법 | 임치빈 멘탈스포테이너, 격투기 선수
/watch?v=sN5pq2rMHYg&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=178%2C [비공개 동영상]
/watch?v=nvApP4bsMTw&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=179&t=0s%2C (Kor) 세바시 390회 투자대비이윤에서 투자대비가치의 패러다임으로 | 김홍탁 제일기획 마스터
/watch?v=7L2IIF28XPo&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=180&t=0s%2C (Kor) 세바시 409회 편견을 넘어 꿈과 희망에 주문을 걸다 | 최현우 마술사
/watch?v=_bXBunuqb1Q&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=181&t=0s%2C 성인식 없는 사회에서 어른으로 산다는 것 | 김학철 교수 | 세바시 84회
/watch?v=pcbyke6A35o&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=182&t=0s%2C 우아한 버킷리스트 | 김봉진 우아한형제들 대표 | 세바시 433회
/watch?v=H8x5rTM9Zbg&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=183&t=0s%2C 리액션이 가장 강력한 액션이다 | 오종철 소통테이너 | 세바시 121회
/watch?v=sJ9vZxOIEMQ&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=184&t=0s%2C (Kor) 세바시 319회 공부하는 힘, 몰입 | 황농문 서울대 재료공학부 교수
/watch?v=lheDw2r5jKs&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=185&t=0s%2C (Kor) 세바시 166회 앞으로 멘 배낭! | 최경윤 연세대학교 기계공학과
/watch?v=mJSpQe0V8T4&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=186&t=0s%2C (Kor, Eng) 세바시 437회 인생은 뜻대로 되지 않습니다만 | 김성희 Voices from Oxford 대표
/watch?v=jiJ5hNAxIDM&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=187&t=0s%2C (Kor, Chn) 세바시 38회 상처와 열등감으로부터 자유로워지기 | 김창옥 서울여대 기독교학과 겸임교수
/watch?v=oQAp-4FO8zs&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=188&t=0s%2C (Kor) 세바시 151회 아플 수도 없는 마흔입니다 | 이의수 남성사회문화연구소 소장
/watch?v=0XS-Q73epxs&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=189&t=0s%2C 직업을 버리고 꿈을 찾다 | 백희성 건축가 | 세바시 237회
/watch?v=NfYtB0WaIVU&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=190&t=0s%2C (Kor, Eng, Jpn) 세바시 117회 정답을 찾을 사람을 찾습니다 | 양준철 온오프믹스대표
/watch?v=MMYPSd5IDvs&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=191&t=0s%2C (Kor) 세바시 407회 내가 아이들과 야구를 하는 이유 | 양준혁 양준혁야구재단 이사장
/watch?v=-SDjUUS0Ixo&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=192&t=0s%2C (Kor, Eng, Chn) 세바시 436회 진심은 길을 잃지 않는다 | 이재만 법무법인 청파 대표변호사
/watch?v=R4j0RQdwpbs&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=193&t=0s%2C (Kor) 세바시 101회 사람과 사람을 이어주는 지도 함께 만들기 | 임완수 교수
/watch?v=g-QDbnnK1nA&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=194&t=0s%2C (Kor, Eng) 세바시 35회 시간의 패러독스 이해하기 | 함병우 뷰앤코치 대표
/watch?v=8rU16CiiUfc&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=195&t=0s%2C (Kor) 세바시 414회 세상의 하루에 한시간을 더하다 | 정예솔 낵쏘 대표
/watch?v=5-che5jfpKQ&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=196&t=0s%2C (Kor, Chn) 세바시 411회 때로는 불협화음도 아름답습니다 | 정환호 팝피아니스트
/watch?v=9KJLZHaDe10&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=197&t=0s%2C (Kor, Eng) 세상을 바꾸는 시간, 15분 - 세바시 267회 당신의 꿈을 이야기하라 | 이유석 루이쌍크 대표, 셰프
/watch?v=5ZiH7dmX4N8&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=198&t=0s%2C (Kor) 세바시 425회 양이 사자가 될 때, 세상이 바뀝니다 | 김재연 칼럼니스트
/watch?v=ecUWKU_v318&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=199&t=0s%2C 당신은 왜 강아지를 키우세요? | 강형욱 반려견 훈련사, 보듬훈련사 | 인생 강연 강의 듣기 | 세바시 435회
/watch?v=NIvk_ebTaNs&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=200&t=0s%2C (Kor, Eng) 세바시 403회 평범함으로 만드는 특별함 | 정진호 '철들고 그림 그리다' 저자
/watch?v=XYItdeZKx_s&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5&index=201&t=0s%2C (Kor) 세바시 12회 희망의 진원지를 찾아서 | 박용준 인디고 편집장
/watch?v=rd5Zgo8pv_I&t=0s&index=202&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor) 세바시 58회 2인자형 리더십이 필요한 시대 | 김헌식 문화평론가
/watch?v=2TveSuD_xg4&t=0s&index=203&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 97회 재미있고 의미있는 일을 하면... | 한동헌 마이크임팩트 대표
/watch?v=lgkGCWF6yF0&t=0s&index=204&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C 인생을 바라보는 1cm 더 크리에이티브한 시선 | 김은주 '1cm', '달팽이 안에 달' 저자 | 창의성 강의 강연 | 세바시 423회
/watch?v=I-AmaJ0rXgQ&t=0s&index=205&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 145회[컴패션특집] 사랑이 사람을 키웁니다 | 서정인 한국컴패션 대표
/watch?v=rrfMNJSHemg&t=0s&index=206&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng, Chn) 세바시 19회 : 한국학생이 겪는 3대 공부 위기 | 이범 교육청 정책보좌관
/watch?v=1ZR_ps2pCto&t=0s&index=207&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor) 세바시 416회 내 '일'이 기다려진다 | 김영경 서울JOB스 청년취재단 디렉터
/watch?v=NY-lEf3ApXM&t=0s&index=208&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor) 세바시 141회 [컴패션특집] I LOVE YOU 기적을 만들다 | 션 가수
/watch?v=AnuoedE2Opg&t=0s&index=209&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 62회 생각지도 못한 생각의 지도 | 유영만 지식생태학자
/watch?v=TwiafdbBbTU&t=0s&index=210&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Mgl) 세바시 339회 글을 진짜 잘 써야 하는 사람, 바로 직장인! | 故 구본준 한겨레신문 기자
/watch?v=Fp0gPXr_vuQ&t=0s&index=211&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Mgl) 세바시 313회 경청은 왜 인간을 위대하게 만드는가? | 조우성 기업분쟁연구소 소장, 변호사
/watch?v=4DDs6nG5DaA&t=0s&index=212&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor) 세바시 25회 서로 마주 보는 것이 재능나눔입니다 | 가수 박혜경
/watch?v=2IoLF0GfybE&t=0s&index=213&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor) 세바시 172회 정치가 절대 버려서는 안되는 것 | 박원순 서울시장
/watch?v=lForEgoAGxw&t=0s&index=214&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 279회 당신의 혈관이 깨끗해야 하는 이유 | 홍혜걸 비욘드 대표
/watch?v=6qdcU7MjABA&t=0s&index=215&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 173회 스마트시대, 언리더십이 필요하다 | 닐스 플래깅 언리더십 저자
/watch?v=e6GnEiRyUZY&t=0s&index=216&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng, Chn) 세바시 238회 내가 떠나는 이유 | 손미나 여행작가, 방송인
/watch?v=DSQCgjY8PZg&t=0s&index=217&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 269회 Joy Becomes You | 차드 멍 탄 구글 엔지니어, 명상가
/watch?v=is2nqVryjao&t=0s&index=218&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C 로봇을 발명해도 될까요? | 한재권 로보티즈 수석연구원 | 세바시 303회
/watch?v=OTXthG7XY9A&t=0s&index=219&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C 포기하지 않으면 꿈은 이뤄진다! | 조용갑 성악가, 테너 | 동기부여 강의 강연 | 세바시 265회
/watch?v=W8uTNNPOxCo&t=0s&index=220&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C 우리가 연애를 할 때 알아야 할 이야기들 | 김태훈 팝컬럼니스트 | 연애 강연 강의 추천 특강 | 세바시196회 | (Kor, Eng, Chn)
/watch?v=-F8gctGuXmg&t=0s&index=221&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 418회 백수의 정치경제학 | 고미숙 문학평론가
/watch?v=K2-LKARFSn8&t=0s&index=222&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng, Chn, Jpn, Bur) Open Translation Project | 세바시 열린번역 프로젝트 2014
/watch?v=jKMTbRuGa20&t=0s&index=223&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C 세상의 굶주림을 없애는 진짜 방법 | 신철호 OGQ 이사회 의장 | 세바시 331회
/watch?v=F9f0692r_dg&t=0s&index=224&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 208회 영어로부터의 자유 | 리 켄트 고려대 교수학습개발원 연구교수
/watch?v=uCfYxI3Ud0U&t=0s&index=225&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng, Jpn, Ger) 세바시 287회 지금 나를 만나러 갑니다 | 최아룡 몸과마음연구소 소장
/watch?v=J-McF2S2PUE&t=0s&index=226&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng, Jpn, Fra) 세바시 378회 도전하는 열정에 장애는 없다 | 노선영 작가
/watch?v=tDcmrxRfZzc&t=0s&index=227&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng, Chn, Jpn) 세바시 365회 험한 세상에 '다리'가 되겠습니다 | 김세진 '로봇다리' 수영선수
/watch?v=50pU8BQnoY4&t=0s&index=228&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor) 세바시 402회 이제 마음을 친구로 만나보자 | 김덕성 모든 마음 연구소장
/watch?v=Z8A_QzrFTSU&t=0s&index=229&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng, Fra) 세바시 391회 부활상추, 한국농업의 희망으로 자라다 | 류근모 장안농장 대표
/watch?v=5xUHfATNJ10&t=0s&index=230&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Jpn, Chn) 세바시 353회 패션이 인간을 만드는 5가지 방법 | 김홍기 패션큐레이터
/watch?v=-m03dyVDxcc&t=0s&index=231&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C 누구에게나 비밀은 있다 | 윤소정 인큐 대표 | 세바시 406회 | (Kor, Eng, Jpn)
/watch?v=HAsnWpbTUsc&t=0s&index=232&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 395회 당신은 당신이 생각하는 존재가 아니다 | 미나스 카파토스 채프먼대학 교수
/watch?v=G4c4lYlSe5s&t=401s&index=233&list=PLI6bDyv0uVQBDIuRCrzQGFF2WaXIXvjb5%2C (Kor, Eng) 세바시 392회 꿈길에서 절대 빠지면 안되는 세가지 샛길 | 김미경 아트스피치 원장
